Order_ID,Order_Date,Month,Days,Customer_Name,Customer_Type,Customer_Segment,City,Payment_Method,SKU,Product_Name,Category,Qty,Price,Discount,Subtotal,Tax,Delivery_Fee,Surge_Fee,Delivery_Slot,Delivery_Status,Delivery_Time,Sales
O0356,09-01-2025,1,9,Cust_55,Bulk,Café,Mumbai,GPay,SKU155,Product_155,Beverages,8,103.82,0.0,830.56,41.53,20,0,10-20 min,Delivered,23.0,892.0899999999999
O0357,10-02-2025,2,10,Cust_56,Bulk,Cloud Kitchen,Mumbai,GPay,SKU156,Product_156,Dairy,4,151.27,7.56,597.5200000000001,29.88,20,5,10-20 min,Delivered,31.0,652.4000000000001
O0358,04-02-2025,2,4,Cust_57,Bulk,Café,Bangalore,GPay,SKU157,Product_157,Fruits ,5,107.73,16.16,522.49,26.12,20,15,20-30 min,Delivered,17.0,583.61
O0359,19-01-2025,1,19,Cust_58,Bulk,Office,Bangalore,PhonePe,SKU158,Product_158,Fruits ,1,155.61,15.56,140.05,7.0,0,15,10-20 min,Delivered,4.0,162.05
O0360,17-02-2025,2,17,Cust_59,Bulk,Office,Mumbai,GPay,SKU159,Product_159,Baby,6,105.52,0.0,633.12,31.66,0,20,10-20 min,Delivered,25.0,684.78
O0361,16-01-2025,1,16,Cust_60,Bulk,Café,Bangalore,UPI,SKU160,Product_160,Veg,5,185.07,9.25,916.0999999999999,45.8,20,10,10-20 min,Delivered,29.0,991.8999999999999
O0362,03-01-2025,1,3,Cust_61,New,Household,Delhi,COD,SKU161,Product_161,Veg,3,223.55,11.18,659.4700000000001,32.97,30,10,10-20 min,Failed,24.6,732.4400000000002
O0363,20-01-2025,1,20,Cust_62,Bulk,Café,Bangalore,COD,SKU162,Product_162,Snacks,5,33.63,5.04,163.11,8.16,0,15,10-20 min,Delivered,29.0,186.27
O0364,24-01-2025,1,24,Cust_63,Returning,Household,Mumbai,GPay,SKU163,Product_163,Frozen,3,141.09,21.16,402.11,20.11,30,0,20-30 min,Delivered,35.0,452.22
O0365,23-02-2025,2,23,Cust_64,Bulk,Office,Mumbai,UPI,SKU164,Product_164,Fruits ,6,78.23,7.82,461.56,23.08,0,20,10-20 min,Delivered,29.0,504.64
O0366,25-02-2025,2,25,Cust_65,Bulk,Bakery,Bangalore,GPay,SKU165,Product_165,Dairy,1,6.38,0.96,5.42,0.27,0,20,20-30 min,Delivered,27.0,25.69
O0367,02-02-2025,2,2,Cust_66,Bulk,Bakery,Bangalore,GPay,SKU166,Product_166,Other,2,157.7,0.0,315.4,15.77,20,5,10-20 min,Delivered,8.0,356.17
O0368,24-01-2025,1,24,Cust_67,Bulk,Cloud Kitchen,Mumbai,Card,SKU167,Product_167,Beverages,1,103.25,15.49,87.76,4.39,0,15,10-20 min,Delivered,35.0,107.15
O0369,21-02-2025,2,21,Cust_68,Bulk,Office,Bangalore,UPI,SKU168,Product_168,Veg,2,78.14,0.0,156.28,7.81,10,5,10-20 min,Delivered,22.0,179.09
O0370,11-01-2025,1,11,Cust_69,New,Household,Delhi,NetBanking,SKU169,Product_169,Bakery,1,31.36,3.14,28.22,1.41,10,10,10-20 min,Delivered,27.0,49.63
O0371,18-02-2025,2,18,Cust_70,Bulk,Office,Delhi,PhonePe,SKU170,Product_170,Frozen,5,41.47,6.22,201.13,10.06,10,20,20-30 min,Delivered,30.0,241.19
O0373,05-02-2025,2,5,Cust_72,Bulk,Café,Bangalore,UPI,SKU172,Product_172,Other,2,53.68,0.0,107.36,5.37,0,15,10-20 min,Delivered,32.0,127.73
O0374,07-02-2025,2,7,Cust_73,Bulk,Office,Bangalore,UPI,SKU173,Product_173,Frozen,3,150.33,22.55,428.44,21.42,20,10,10-20 min,Delivered,14.0,479.86
O0375,09-02-2025,2,9,Cust_74,Returning,Household,Bangalore,Card,SKU174,Product_174,Frozen,3,75.67,3.78,223.23,11.16,20,15,10-20 min,Cancelled,24.6,269.39
O0376,20-01-2025,1,20,Cust_75,Bulk,Office,Delhi,UPI,SKU175,Product_175,Frozen,4,78.32,3.92,309.36,15.47,10,15,20-30 min,Delivered,20.0,349.83
O0377,04-02-2025,2,4,Cust_76,Bulk,Office,Delhi,COD,SKU176,Product_176,Veg,1,120.92,12.09,108.83,5.44,0,15,10-20 min,Cancelled,24.6,129.27
O0378,17-02-2025,2,17,Cust_77,Bulk,Café,Bangalore,GPay,SKU177,Product_177,Fruits,3,174.1,0.0,522.3,26.11,10,10,20-30 min,Delivered,16.0,568.41
O0379,25-01-2025,1,25,Cust_78,Bulk,Tea Stall,Mumbai,NetBanking,SKU178,Product_178,Frozen,5,109.83,16.47,532.68,26.63,20,0,10-20 min,Delivered,26.0,579.31
O0380,04-02-2025,2,4,Cust_79,Bulk,Tea Stall,Bangalore,GPay,SKU179,Product_179,Bakery,3,183.6,18.36,532.4399999999999,26.62,20,0,20-30 min,Delivered,23.0,579.06
O0381,25-01-2025,1,25,Cust_80,Bulk,Bakery,Mumbai,PhonePe,SKU180,Product_180,Other,4,156.2,0.0,624.8,31.24,0,20,10-20 min,Delivered,23.0,676.04
O0382,29-01-2025,1,29,Cust_81,Bulk,Office,Mumbai,COD,SKU181,Product_181,Fruits ,4,126.65,6.33,500.27,25.01,20,5,10-20 min,Delivered,30.0,550.2800000000001
O0383,18-01-2025,1,18,Cust_82,Returning,Household,Mumbai,UPI,SKU182,Product_182,Frozen,1,131.49,0.0,131.49,6.57,0,0,30-45 min,Delivered,25.0,138.06
O0384,15-02-2025,2,15,Cust_83,Bulk,Office,Bangalore,COD,SKU183,Product_183,Essentials,3,131.84,0.0,395.52,19.78,30,10,20-30 min,Delivered,23.0,455.3
O0385,18-01-2025,1,18,Cust_84,Returning,Household,Bangalore,GPay,SKU184,Product_184,Dairy,1,93.71,9.37,84.33999999999999,4.22,30,20,20-30 min,Cancelled,24.6,138.56
O0386,02-01-2025,1,2,Cust_85,Bulk,Office,Mumbai,GPay,SKU185,Product_185,Bakery,3,120.03,0.0,360.09,18.0,30,5,10-20 min,Delivered,31.0,413.09
O0387,23-02-2025,2,23,Cust_86,Bulk,Café,Bangalore,UPI,SKU186,Product_186,Veg,1,107.43,5.37,102.06,5.1,30,20,20-30 min,Delivered,19.0,157.16
O0388,04-02-2025,2,4,Cust_87,Bulk,Tea Stall,Delhi,COD,SKU187,Product_187,Fruits,2,9.88,0.49,19.27,0.96,0,20,20-30 min,Delivered,38.0,40.23
O0389,16-01-2025,1,16,Cust_88,Bulk,Cloud Kitchen,Delhi,PhonePe,SKU188,Product_188,Snacks,4,100.48,10.05,391.87,19.59,10,10,20-30 min,Delivered,22.0,431.46
O0390,10-02-2025,2,10,Cust_89,Bulk,Bakery,Mumbai,UPI,SKU189,Product_189,Frozen,3,160.37,16.04,465.07,23.25,0,5,20-30 min,Delivered,23.0,493.32
O0391,05-02-2025,2,5,Cust_90,Bulk,Café,Bangalore,Wallet,SKU190,Product_190,Snacks,3,99.61,14.94,283.89,14.19,10,20,10-20 min,Cancelled,24.6,328.08
O0392,02-02-2025,2,2,Cust_91,Bulk,Bakery,Bangalore,UPI,SKU191,Product_191,Veg,2,156.19,0.0,312.38,15.62,20,20,10-20 min,Delivered,35.0,368.0
O0393,04-01-2025,1,4,Cust_92,Bulk,Tea Stall,Mumbai,COD,SKU192,Product_192,Dairy,4,15.37,0.0,61.48,3.07,0,10,20-30 min,Cancelled,24.6,74.55
O0394,02-02-2025,2,2,Cust_93,Returning,Household,Bangalore,PhonePe,SKU193,Product_193,Dairy,3,106.28,0.0,318.84,15.94,10,5,20-30 min,Delivered,15.0,349.78
O0395,14-01-2025,1,14,Cust_94,Bulk,Office,Mumbai,NetBanking,SKU194,Product_194,Beverages,7,167.08,8.35,1161.21,58.06,10,5,10-20 min,Delivered,31.0,1234.27
O0396,21-01-2025,1,21,Cust_95,Bulk,Office,Delhi,Wallet,SKU195,Product_195,Veg,3,241.07,24.11,699.1,34.96,30,15,20-30 min,Returned,24.6,779.0600000000001
O0397,17-02-2025,2,17,Cust_96,Bulk,Cloud Kitchen,Delhi,UPI,SKU196,Product_196,Fruits ,3,162.92,16.29,472.47,23.62,30,15,20-30 min,Delivered,32.0,541.0899999999999
O0398,20-01-2025,1,20,Cust_97,Bulk,Café,Delhi,PhonePe,SKU197,Product_197,Dairy,2,131.53,0.0,263.06,13.15,10,10,20-30 min,Failed,24.6,296.21
O0399,25-02-2025,2,25,Cust_98,Bulk,Café,Bangalore,UPI,SKU198,Product_198,Snacks,3,212.94,0.0,638.8199999999999,31.94,10,20,20-30 min,Delivered,34.0,700.76
O0400,08-01-2025,1,8,Cust_99,Bulk,Café,Delhi,PhonePe,SKU199,Product_199,Other,6,129.89,19.48,759.8599999999999,37.99,30,20,20-30 min,Delivered,25.0,847.8499999999999
O0401,07-01-2025,1,7,Cust_100,Bulk,Office,Mumbai,NetBanking,SKU0,Product_0,Baby,4,160.62,16.06,626.4200000000001,31.32,30,10,10-20 min,Delivered,20.0,697.7400000000001
O0402,03-01-2025,1,3,Cust_101,New,Household,Mumbai,Card,SKU1,Product_1,Fruits,2,137.87,0.0,275.74,13.79,0,15,30-45 min,Cancelled,24.6,304.53
O0403,17-01-2025,1,17,Cust_102,Returning,Household,Delhi,UPI,SKU2,Product_2,Veg,4,82.8,0.0,331.2,16.56,30,0,10-20 min,Delivered,49.0,377.76
O0404,02-02-2025,2,2,Cust_103,New,Household,Mumbai,UPI,SKU3,Product_3,Frozen,4,226.37,11.32,894.16,44.71,10,15,30-45 min,Delivered,25.0,963.87
O0406,12-01-2025,1,12,Cust_105,Bulk,Café,Delhi,UPI,SKU5,Product_5,Beverages,3,166.1,0.0,498.3,24.91,0,0,10-20 min,Delivered,39.0,523.2099999999999
O0407,28-02-2025,2,28,Cust_106,Bulk,Tea Stall,Mumbai,NetBanking,SKU6,Product_6,Other,2,171.88,8.59,335.17,16.76,10,15,10-20 min,Cancelled,24.6,376.93
O0408,20-02-2025,2,20,Cust_107,Bulk,Office,Bangalore,UPI,SKU7,Product_7,Veg,3,97.82,0.0,293.46,14.67,20,5,10-20 min,Delivered,36.0,333.13
O0409,22-01-2025,1,22,Cust_108,Bulk,Café,Bangalore,PhonePe,SKU8,Product_8,Beverages,4,105.96,15.89,407.95,20.4,20,20,10-20 min,Delivered,29.0,468.35
O0410,24-02-2025,2,24,Cust_109,Bulk,Tea Stall,Delhi,UPI,SKU9,Product_9,Beverages,3,97.01,4.85,286.18,14.31,0,10,20-30 min,Delivered,16.0,310.49
O0411,22-01-2025,1,22,Cust_110,Bulk,Cloud Kitchen,Mumbai,Card,SKU10,Product_10,Baby,7,122.27,6.11,849.78,42.49,20,20,10-20 min,Delivered,30.0,932.27
O0412,15-02-2025,2,15,Cust_111,Returning,Household,Mumbai,COD,SKU11,Product_11,Frozen,7,120.41,12.04,830.83,41.54,30,15,10-20 min,Cancelled,24.6,917.37
O0413,30-01-2025,1,30,Cust_112,Returning,Household,Bangalore,GPay,SKU12,Product_12,Other,4,131.08,6.55,517.7700000000001,25.89,0,0,20-30 min,Delivered,46.0,543.6600000000001
O0414,07-02-2025,2,7,Cust_113,Bulk,Cloud Kitchen,Delhi,UPI,SKU13,Product_13,Fruits ,1,257.34,25.73,231.61,11.58,0,15,20-30 min,Delivered,9.0,258.19
O0415,07-02-2025,2,7,Cust_114,Bulk,Tea Stall,Bangalore,NetBanking,SKU14,Product_14,Dairy,3,142.27,7.11,419.7,20.99,0,0,20-30 min,Delivered,17.0,440.6900000000001
O0416,14-02-2025,2,14,Cust_115,Bulk,Tea Stall,Mumbai,Wallet,SKU15,Product_15,Dairy,3,24.11,3.62,68.71,3.44,30,5,10-20 min,Delivered,29.0,107.15
O0417,20-02-2025,2,20,Cust_116,Returning,Household,Mumbai,NetBanking,SKU16,Product_16,Beverages,1,129.42,19.41,110.01,5.5,30,0,20-30 min,Delivered,30.0,145.51
O0418,23-02-2025,2,23,Cust_117,Bulk,Tea Stall,Mumbai,UPI,SKU17,Product_17,Frozen,4,145.55,7.28,574.9200000000001,28.75,20,0,10-20 min,Delivered,25.0,623.6700000000001
O0419,08-01-2025,1,8,Cust_118,Bulk,Office,Bangalore,UPI,SKU18,Product_18,Veg,3,151.73,7.59,447.6,22.38,30,0,10-20 min,Delivered,22.0,499.98
O0420,27-01-2025,1,27,Cust_119,Bulk,Tea Stall,Delhi,COD,SKU19,Product_19,Bakery,1,133.93,20.09,113.84,5.69,0,5,10-20 min,Failed,24.6,124.53
O0421,27-01-2025,1,27,Cust_120,Bulk,Café,Delhi,GPay,SKU20,Product_20,Frozen,1,188.26,0.0,188.26,9.41,10,0,10-20 min,Returned,24.6,207.67
O0422,03-02-2025,2,3,Cust_121,Bulk,Tea Stall,Bangalore,Wallet,SKU21,Product_21,Frozen,3,173.67,8.68,512.33,25.62,20,0,20-30 min,Delivered,3.0,557.95
O0423,21-01-2025,1,21,Cust_122,Bulk,Café,Bangalore,PhonePe,SKU22,Product_22,Other,3,40.6,2.03,119.77,5.99,20,20,20-30 min,Delivered,16.0,165.76
O0424,30-01-2025,1,30,Cust_123,Bulk,Office,Mumbai,Card,SKU23,Product_23,Veg,1,245.98,0.0,245.98,12.3,20,0,30-45 min,Failed,24.6,278.28
O0425,02-02-2025,2,2,Cust_124,Bulk,Bakery,Mumbai,UPI,SKU24,Product_24,Beverages,2,74.52,3.73,145.31,7.27,30,5,20-30 min,Delivered,9.0,187.58
O0426,28-01-2025,1,28,Cust_125,Bulk,Café,Bangalore,NetBanking,SKU25,Product_25,Dairy,1,199.28,19.93,179.35,8.97,0,15,10-20 min,Delivered,27.0,203.32
O0427,16-02-2025,2,16,Cust_126,Bulk,Tea Stall,Bangalore,Card,SKU26,Product_26,Snacks,3,17.72,0.89,52.27,2.61,30,0,10-20 min,Delivered,20.0,84.88
O0428,02-02-2025,2,2,Cust_127,Bulk,Café,Bangalore,NetBanking,SKU27,Product_27,Snacks,1,216.61,0.0,216.61,10.83,30,0,10-20 min,Delivered,29.0,257.4400000000001
O0429,05-01-2025,1,5,Cust_128,Bulk,Tea Stall,Mumbai,NetBanking,SKU28,Product_28,Other,4,95.58,9.56,372.76,18.64,10,0,10-20 min,Delivered,31.0,401.4
O0430,01-03-2025,3,1,Cust_129,Returning,Household,Mumbai,UPI,SKU29,Product_29,Baby,3,222.12,11.11,655.25,32.76,20,5,20-30 min,Delivered,41.0,713.01
O0431,17-02-2025,2,17,Cust_130,Bulk,Bakery,Delhi,COD,SKU30,Product_30,Beverages,3,106.92,5.35,315.41,15.77,10,20,30-45 min,Delivered,13.0,361.1799999999999
O0432,19-01-2025,1,19,Cust_131,Bulk,Tea Stall,Delhi,COD,SKU31,Product_31,Dairy,2,175.3,8.77,341.83,17.09,10,10,10-20 min,Delivered,10.0,378.92
O0433,04-01-2025,1,4,Cust_132,Bulk,Cloud Kitchen,Delhi,UPI,SKU32,Product_32,Essentials,3,86.96,0.0,260.88,13.04,20,15,30-45 min,Failed,24.6,308.92
O0434,04-02-2025,2,4,Cust_133,Bulk,Café,Mumbai,UPI,SKU33,Product_33,Frozen,1,36.25,3.62,32.63,1.63,30,0,20-30 min,Delivered,26.0,64.26
O0435,18-02-2025,2,18,Cust_134,New,Household,Bangalore,PhonePe,SKU34,Product_34,Beverages,2,177.46,17.75,337.17,16.86,0,5,10-20 min,Delivered,35.0,359.03
O0436,17-01-2025,1,17,Cust_135,Bulk,Bakery,Mumbai,UPI,SKU35,Product_35,Frozen,2,126.57,0.0,253.14,12.66,20,20,10-20 min,Delivered,35.0,305.8
O0437,13-02-2025,2,13,Cust_136,Returning,Household,Delhi,COD,SKU36,Product_36,Veg,2,159.97,16.0,303.94,15.2,0,10,10-20 min,Failed,24.6,329.14
O0438,28-01-2025,1,28,Cust_137,New,Household,Bangalore,PhonePe,SKU37,Product_37,Bakery,7,171.47,0.0,1200.29,60.01,0,0,30-45 min,Delivered,18.0,1260.3
O0439,30-01-2025,1,30,Cust_138,Returning,Household,Bangalore,PhonePe,SKU38,Product_38,Veg,3,85.07,8.51,246.7,12.34,10,15,10-20 min,Delivered,19.0,284.04
O0440,29-01-2025,1,29,Cust_139,Bulk,Bakery,Bangalore,NetBanking,SKU39,Product_39,Snacks,1,62.05,9.31,52.73999999999999,2.64,0,5,10-20 min,Delivered,14.0,60.38
O0441,15-02-2025,2,15,Cust_140,Bulk,Bakery,Delhi,PhonePe,SKU40,Product_40,Fruits ,6,16.45,2.47,96.22999999999999,4.81,30,5,20-30 min,Delivered,18.0,136.04
O0443,06-01-2025,1,6,Cust_142,Bulk,Bakery,Mumbai,Card,SKU42,Product_42,Fruits,1,84.15,0.0,84.15,4.21,10,15,10-20 min,Delivered,39.0,113.36
O0444,04-02-2025,2,4,Cust_143,Returning,Household,Delhi,GPay,SKU43,Product_43,Essentials,1,133.71,0.0,133.71,6.69,0,0,10-20 min,Delivered,26.0,140.4
O0445,01-03-2025,3,1,Cust_144,Bulk,Café,Mumbai,Wallet,SKU44,Product_44,Fruits ,1,159.03,7.95,151.08,7.55,0,15,10-20 min,Delivered,9.0,173.63
O0446,10-02-2025,2,10,Cust_145,Bulk,Cloud Kitchen,Delhi,UPI,SKU45,Product_45,Other,4,168.2,25.23,647.5699999999999,32.38,20,20,10-20 min,Delivered,32.0,719.9499999999999
O0447,06-02-2025,2,6,Cust_146,Bulk,Bakery,Bangalore,UPI,SKU46,Product_46,Frozen,4,117.08,11.71,456.61,22.83,20,5,10-20 min,Delivered,29.0,504.44
O0448,24-01-2025,1,24,Cust_147,Bulk,Café,Mumbai,PhonePe,SKU47,Product_47,Essentials,2,133.22,19.98,246.46,12.32,10,5,10-20 min,Delivered,31.0,273.78
O0449,29-01-2025,1,29,Cust_148,Bulk,Office,Bangalore,Card,SKU48,Product_48,Frozen,3,97.91,4.9,288.83,14.44,30,0,10-20 min,Delivered,20.0,333.27
O0450,18-02-2025,2,18,Cust_149,Bulk,Office,Bangalore,UPI,SKU49,Product_49,Beverages,4,188.47,28.27,725.61,36.28,0,10,30-45 min,Delivered,24.0,771.89
O0451,15-02-2025,2,15,Cust_150,Bulk,Office,Bangalore,GPay,SKU50,Product_50,Frozen,4,197.48,19.75,770.17,38.51,20,0,10-20 min,Delivered,8.0,828.68
O0452,22-02-2025,2,22,Cust_151,Bulk,Bakery,Bangalore,NetBanking,SKU51,Product_51,Other,2,137.99,20.7,255.28,12.76,10,20,20-30 min,Cancelled,24.6,298.04
O0453,31-01-2025,1,31,Cust_152,New,Household,Mumbai,UPI,SKU52,Product_52,Bakery,5,141.79,0.0,708.9499999999999,35.45,10,10,10-20 min,Delivered,32.0,764.4
O0454,04-02-2025,2,4,Cust_153,Bulk,Office,Mumbai,COD,SKU53,Product_53,Baby,1,150.04,22.51,127.53,6.38,20,20,10-20 min,Delivered,25.0,173.91
O0455,01-03-2025,3,1,Cust_154,New,Household,Bangalore,UPI,SKU54,Product_54,Other,6,122.4,18.36,716.0400000000001,35.8,30,0,10-20 min,Cancelled,24.6,781.84
O0456,02-02-2025,2,2,Cust_155,Bulk,Café,Delhi,NetBanking,SKU55,Product_55,Frozen,3,88.44,0.0,265.32,13.27,10,0,20-30 min,Delivered,26.0,288.59
O0457,21-02-2025,2,21,Cust_156,Bulk,Cloud Kitchen,Delhi,GPay,SKU56,Product_56,Beverages,3,52.97,5.3,153.61,7.68,10,0,20-30 min,Delivered,14.0,171.29
O0458,21-01-2025,1,21,Cust_157,Bulk,Office,Delhi,NetBanking,SKU57,Product_57,Baby,5,157.02,7.85,777.25,38.86,20,10,20-30 min,Delivered,29.0,846.11
O0459,01-02-2025,2,1,Cust_158,Bulk,Cloud Kitchen,Mumbai,NetBanking,SKU58,Product_58,Other,2,124.18,12.42,235.94,11.8,0,5,10-20 min,Delivered,18.0,252.74
O0460,23-01-2025,1,23,Cust_159,Bulk,Café,Mumbai,COD,SKU59,Product_59,Dairy,1,38.84,1.94,36.90000000000001,1.85,10,0,10-20 min,Delivered,23.0,48.75000000000001
O0461,02-02-2025,2,2,Cust_160,Bulk,Café,Bangalore,PhonePe,SKU60,Product_60,Veg,4,78.89,7.89,307.67,15.38,30,15,10-20 min,Delivered,23.0,368.05
O0462,03-01-2025,1,3,Cust_161,Bulk,Tea Stall,Delhi,Wallet,SKU61,Product_61,Fruits ,1,17.56,1.76,15.8,0.79,20,15,10-20 min,Failed,24.6,51.59
O0463,18-01-2025,1,18,Cust_162,Bulk,Office,Bangalore,UPI,SKU62,Product_62,Beverages,2,110.2,11.02,209.38,10.47,20,0,20-30 min,Delivered,26.0,239.85
O0464,25-01-2025,1,25,Cust_163,New,Household,Mumbai,NetBanking,SKU63,Product_63,Other,2,187.04,28.06,346.02,17.3,30,5,10-20 min,Delivered,39.0,398.32
O0466,31-01-2025,1,31,Cust_165,New,Household,Delhi,NetBanking,SKU65,Product_65,Frozen,1,144.29,7.21,137.08,6.85,0,5,20-30 min,Delivered,24.0,148.93
O0467,23-02-2025,2,23,Cust_166,Bulk,Office,Bangalore,UPI,SKU66,Product_66,Fruits,2,64.55,3.23,125.87,6.29,0,10,30-45 min,Delivered,18.0,142.16
O0468,27-02-2025,2,27,Cust_167,Bulk,Tea Stall,Mumbai,GPay,SKU67,Product_67,Dairy,6,72.17,3.61,429.41,21.47,10,10,10-20 min,Returned,24.6,470.88
O0469,03-01-2025,1,3,Cust_168,Bulk,Tea Stall,Delhi,COD,SKU68,Product_68,Frozen,3,222.34,0.0,667.02,33.35,10,5,20-30 min,Delivered,26.0,715.37
O0470,09-02-2025,2,9,Cust_169,Bulk,Tea Stall,Delhi,GPay,SKU69,Product_69,Fruits,6,149.36,0.0,896.1600000000001,44.81,0,15,10-20 min,Delivered,17.0,955.97
O0471,15-02-2025,2,15,Cust_170,New,Household,Bangalore,GPay,SKU70,Product_70,Veg,3,225.94,11.3,666.52,33.33,0,15,20-30 min,Delivered,18.0,714.85
O0472,24-01-2025,1,24,Cust_171,Bulk,Cloud Kitchen,Delhi,NetBanking,SKU71,Product_71,Beverages,3,67.45,10.12,192.23,9.61,20,0,10-20 min,Delivered,33.0,221.84
O0473,19-02-2025,2,19,Cust_172,Bulk,Cloud Kitchen,Delhi,Card,SKU72,Product_72,Veg,1,171.39,25.71,145.68,7.28,30,20,20-30 min,Delivered,42.0,202.96
O0474,01-02-2025,2,1,Cust_173,Bulk,Office,Bangalore,Card,SKU73,Product_73,Essentials,7,61.35,6.14,423.31,21.17,10,10,10-20 min,Delivered,30.0,464.48
O0475,16-02-2025,2,16,Cust_174,Bulk,Cloud Kitchen,Delhi,Card,SKU74,Product_74,Frozen,3,219.86,21.99,637.59,31.88,20,10,30-45 min,Delivered,32.0,699.47
O0476,22-01-2025,1,22,Cust_175,Bulk,Bakery,Bangalore,NetBanking,SKU75,Product_75,Beverages,2,117.39,0.0,234.78,11.74,30,20,10-20 min,Failed,24.6,296.52
O0477,23-01-2025,1,23,Cust_176,Bulk,Tea Stall,Mumbai,UPI,SKU76,Product_76,Beverages,4,124.02,6.2,489.88,24.49,0,0,10-20 min,Delivered,36.0,514.37
O0478,02-01-2025,1,2,Cust_177,Bulk,Bakery,Mumbai,NetBanking,SKU77,Product_77,Snacks,2,70.12,0.0,140.24,7.01,0,0,10-20 min,Delivered,31.0,147.25
O0479,27-01-2025,1,27,Cust_178,Bulk,Tea Stall,Mumbai,Wallet,SKU78,Product_78,Snacks,6,119.18,5.96,709.12,35.46,30,20,10-20 min,Delivered,27.0,794.58
O0480,11-02-2025,2,11,Cust_179,Bulk,Bakery,Bangalore,GPay,SKU79,Product_79,Essentials,2,23.67,2.37,44.97000000000001,2.25,10,0,10-20 min,Delivered,20.0,57.22000000000001
O0481,02-01-2025,1,2,Cust_180,Bulk,Café,Bangalore,NetBanking,SKU80,Product_80,Essentials,6,202.89,30.43,1186.91,59.35,0,5,10-20 min,Delivered,37.0,1251.26
O0482,26-01-2025,1,26,Cust_181,Bulk,Cloud Kitchen,Bangalore,NetBanking,SKU81,Product_81,Dairy,5,141.55,21.23,686.52,34.33,20,10,10-20 min,Returned,24.6,750.85
O0483,17-01-2025,1,17,Cust_182,Bulk,Bakery,Mumbai,NetBanking,SKU82,Product_82,Other,4,115.55,11.55,450.65,22.53,0,5,20-30 min,Cancelled,24.6,478.1799999999999
O0484,09-02-2025,2,9,Cust_183,New,Household,Delhi,Card,SKU83,Product_83,Dairy,2,61.61,9.24,113.98,5.7,0,0,20-30 min,Delivered,6.0,119.68
O0485,02-02-2025,2,2,Cust_184,Bulk,Bakery,Delhi,NetBanking,SKU84,Product_84,Snacks,6,218.05,32.71,1275.59,63.78,0,0,20-30 min,Delivered,29.0,1339.37
O0486,09-01-2025,1,9,Cust_185,Bulk,Office,Delhi,COD,SKU85,Product_85,Beverages,3,175.0,26.25,498.75,24.94,20,20,10-20 min,Delivered,18.0,563.69
O0487,12-02-2025,2,12,Cust_186,Bulk,Bakery,Bangalore,UPI,SKU86,Product_86,Frozen,1,125.55,12.55,113.0,5.65,30,0,20-30 min,Delivered,17.0,148.65
O0488,23-02-2025,2,23,Cust_187,Bulk,Cloud Kitchen,Delhi,UPI,SKU87,Product_87,Bakery,3,37.44,1.87,110.45,5.52,30,15,10-20 min,Delivered,21.0,160.97
O0489,17-02-2025,2,17,Cust_188,Bulk,Tea Stall,Delhi,Wallet,SKU88,Product_88,Veg,4,96.67,9.67,377.01,18.85,0,20,10-20 min,Delivered,28.0,415.86
O0490,08-02-2025,2,8,Cust_189,Bulk,Office,Mumbai,GPay,SKU89,Product_89,Dairy,4,94.78,4.74,374.38,18.72,30,10,20-30 min,Delivered,38.0,433.1
O0491,29-01-2025,1,29,Cust_190,Returning,Household,Delhi,Wallet,SKU90,Product_90,Fruits,5,146.16,0.0,730.8,36.54,0,15,30-45 min,Delivered,44.0,782.3399999999999
O0492,11-02-2025,2,11,Cust_191,Bulk,Bakery,Delhi,NetBanking,SKU91,Product_91,Dairy,1,96.21,9.62,86.58999999999999,4.33,30,15,30-45 min,Delivered,38.0,135.92
O0493,24-02-2025,2,24,Cust_192,New,Household,Mumbai,NetBanking,SKU92,Product_92,Essentials,3,200.57,10.03,591.6800000000001,29.58,0,15,20-30 min,Cancelled,24.6,636.2600000000001
O0494,26-01-2025,1,26,Cust_193,New,Household,Delhi,GPay,SKU93,Product_93,Beverages,1,217.57,21.76,195.81,9.79,20,0,10-20 min,Delivered,32.0,225.6
O0495,04-02-2025,2,4,Cust_194,Bulk,Tea Stall,Bangalore,GPay,SKU94,Product_94,Baby,2,178.74,26.81,330.67,16.53,30,15,20-30 min,Delivered,14.0,392.2
O0496,19-02-2025,2,19,Cust_195,New,Household,Mumbai,GPay,SKU95,Product_95,Veg,1,90.46,0.0,90.46,4.52,20,20,10-20 min,Delivered,33.0,134.98
O0497,25-01-2025,1,25,Cust_196,Bulk,Office,Mumbai,GPay,SKU96,Product_96,Beverages,4,78.34,7.83,305.53,15.28,20,20,10-20 min,Delivered,28.0,360.81
O0498,24-01-2025,1,24,Cust_197,Bulk,Cloud Kitchen,Bangalore,GPay,SKU97,Product_97,Beverages,1,70.48,10.57,59.91,3.0,0,15,10-20 min,Returned,24.6,77.91
O0499,13-01-2025,1,13,Cust_198,New,Household,Mumbai,COD,SKU98,Product_98,Veg,1,151.97,0.0,151.97,7.6,0,10,20-30 min,Failed,24.6,169.57
O0500,01-03-2025,3,1,Cust_199,Returning,Household,Mumbai,NetBanking,SKU99,Product_99,Bakery,3,127.54,19.13,363.49,18.17,0,15,10-20 min,Cancelled,24.6,396.66
O0501,27-02-2025,2,27,Cust_200,New,Household,Bangalore,Card,SKU100,Product_100,Essentials,4,193.95,19.39,756.41,37.82,10,15,20-30 min,Delivered,32.0,819.23
